,Data,Timeframe
549,100.373785198106,2016-05-01
550,101.071517567904,2016-06-01
551,100.872165462248,2016-07-01
552,100.672813356591,2016-08-01
553,100.274109145278,2016-09-01
554,99.7757288811363,2016-10-01
555,99.676052828308,2016-11-01
556,99.676052828308,2016-12-01
557,99.1776725641665,2017-01-01
558,99.7757288811363,2017-02-01
559,100.373785198106,2017-03-01
560,100.772489409419,2017-04-01
561,100.573137303763,2017-05-01
562,100.672813356591,2017-06-01
563,100.672813356591,2017-07-01
564,101.071517567904,2017-08-01
565,100.473461250934,2017-09-01
566,100.373785198106,2017-10-01
567,100.17443309245,2017-11-01
568,100.074757039621,2017-12-01
569,99.3770246698231,2018-01-01
570,100.274109145278,2018-02-01
571,100.573137303763,2018-03-01
572,100.373785198106,2018-04-01
573,100.971841515076,2018-05-01
574,101.071517567904,2018-06-01
575,101.470221779218,2018-07-01
576,101.769249937702,2018-08-01
577,101.370545726389,2018-09-01
578,101.270869673561,2018-10-01
579,100.772489409419,2018-11-01
580,100.772489409419,2018-12-01
581,100.074757039621,2019-01-01
582,100.872165462248,2019-02-01
583,101.669573884874,2019-03-01
584,102.068278096187,2019-04-01
585,101.968602043359,2019-05-01
586,102.167954149016,2019-06-01
587,101.968602043359,2019-07-01
588,102.466982307501,2019-08-01
589,102.267630201844,2019-09-01
590,101.968602043359,2019-10-01
591,101.868925990531,2019-11-01
592,102.068278096187,2019-12-01
593,101.370545726389,2020-01-01
594,101.968602043359,2020-02-01
595,102.367306254672,2020-03-01
596,101.968602043359,2020-04-01
597,101.470221779218,2020-05-01
598,101.769249937702,2020-06-01
599,101.569897832046,2020-07-01
600,101.470221779218,2020-08-01
601,101.071517567904,2020-09-01
602,100.473461250934,2020-10-01
603,100.772489409419,2020-11-01
604,101.071517567904,2020-12-01
605,101.171193620733,2021-01-01
606,101.569897832046,2021-02-01
607,102.367306254672,2021-03-01
608,103.06503862447,2021-04-01
609,103.164714677299,2021-05-01
610,103.364066782955,2021-06-01
611,103.762770994269,2021-07-01
612,104.360827311239,2021-08-01
613,104.85920757538,2021-09-01
614,105.556939945178,2021-10-01
615,106.154996262148,2021-11-01
616,106.65337652629,2021-12-01
617,106.254672314976,2022-01-01
618,107.251432843259,2022-02-01
619,109.244953899826,2022-03-01
620,110.241714428109,2022-04-01
621,111.238474956392,2022-05-01
622,112.733615748816,2022-06-01
623,113.231996012958,2022-07-01
624,113.431348118615,2022-08-01
625,113.431348118615,2022-09-01
626,115.225517069524,2022-10-01
627,115.624221280837,2022-11-01
